Category & Name of the Shareholders,No. of shareholder,No. of fully paid up equity shares held,Total no. shares held,"Shareholding % calculated as per SCRR, 1957 As a % of (A+B+C2)",No. of Voting Rights,Total as a % of Total Voting right,No. of equity shares held in dematerialized form(Not Applicable),Script,ScriptCode,marketCap,No. of Shares Underlying Outstanding convertible securities (including Warrants),"Total shareholding , as a % assuming full conversion of convertible securities ( as a percentage of diluted share capital)",No.(a),As a % of total Shares held(b),Partly paid-up equity shares held,Total as a % of (A+B+C),Amount Invested (in Cr),Total Investment by Shareholder
HITEN ANANTRAI SHETH,1,7500000,7500000.0,1.21,7500000.0,1.21,7500000.0,FINPIPE,500940,10802.5,,,,,,,130.71025,134.709574
Hitesh Ramji Javeri,1,164597,164597.0,4.97,164597.0,4.97,164597.0,SSWRL,513488,10.39,,,,,,,0.5163829999999999,133.405837
Hitesh Ramji Javeri,1,828000,828000.0,4.49,828000.0,4.49,828000.0,STEL,533316,810.01,,,,,,,36.369449,133.405837
Hitesh Ramji Javeri,1,380929,380929.0,4.18,380929.0,4.18,380929.0,HOWARHO,526761,21.78,,,,,,,0.910404,133.405837
Hitesh Ramji Javeri,1,328000,328000.0,3.57,328000.0,3.57,328000.0,DICIND,500089,599.75,,,,,,,21.411075,133.405837
Hitesh Ramji Javeri,1,585000,585000.0,3.3,585000.0,3.93,585000.0,TARAI,519285,17.73,,,,,,,0.58509,133.405837
Hitesh Ramji Javeri,1,570601,570601.0,3.09,570601.0,3.09,570601.0,HARRMALAYA,500467,385.63,,,,,,,11.915966999999998,133.405837
Hitesh Ramji Javeri,1,172014,172014.0,2.87,172014.0,2.87,172014.0,CRANEX,522001,66.06,,1.96,,0.0,,,1.895922,133.405837
Hitesh Ramji Javeri,1,625000,625000.0,2.86,625000.0,2.86,625000.0,CENTENKA,500280,1176.98,,,,,,,33.661628,133.405837
Hitesh Ramji Javeri,1,127066,127066.0,2.57,127066.0,2.57,127066.0,SUNCITYSY,530795,8.79,,,,,,,0.2259029999999999,133.405837
Hitesh Ramji Javeri,1,148300,148300.0,2.56,148300.0,2.56,148300.0,MPAGI,506543,5.22,,,,,,,0.133632,133.405837
Hitesh Ramji Javeri,1,117810,117810.0,1.97,117810.0,1.97,117810.0,RASANDIK,522207,49.42,,,,,,,0.973574,133.405837
Hitesh Ramji Javeri,1,70200,70200.0,1.71,70200.0,1.71,70200.0,AMCOIND,530133,29.35,,,,,,,0.501885,133.405837
Hitesh Ramji Javeri,1,30209,30209.0,1.7,30209.0,1.7,30209.0,COCHMAL,508571,29.24,,,,,,,0.49708,133.405837
Hitesh Ramji Javeri,1,150592,150592.0,1.61,150592.0,1.61,150592.0,TAINWALCHM,507785,207.27,,,,,,,3.337047,133.405837
Hitesh Ramji Javeri,1,2202000,2202000.0,1.49,2202000.0,1.49,2202000.0,SHREDIGCEM,502180,1049.33,,,,,,,15.635017,133.405837
Hitesh Ramji Javeri,1,87515,87515.0,1.43,87515.0,1.43,87515.0,PAOS,530291,27.15,,,,,,,0.388245,133.405837
Hitesh Ramji Javeri,1,124442,124442.0,1.24,124442.0,1.24,124442.0,ROSELABS,531324,29.68,,,,,,,0.3680319999999999,133.405837
Hitesh Ramji Javeri,1,230113,230113.0,1.04,230113.0,1.04,230113.0,KINETICENG,500240,392.26,,,,,,,4.079504,133.405837
Kedar Dattatraya Borgonkar,1,5048000,5048000.0,5.83,5048000.0,5.83,5048000.0,SANGHVIMOV,530073,2284.31,,,,,,,133.175273,133.175273
SUSHMA RAMAKANT TIBREWALA,1,800750,800750.0,1.22,800750.0,1.22,800750.0,JLHL,543980,10870.19,,,,0.0,,,132.616318,132.616318
RAJESH HIRALAL VORA,1,800000,800000.0,1.22,800000.0,1.22,800000.0,JLHL,543980,10870.19,,,,0.0,,,132.616318,132.616318
A S ARVIND,1,790625,790625.0,1.21,790625.0,1.21,790625.0,JLHL,543980,10870.19,,,,0.0,,,131.529299,131.529299
MAYUR MUKUNDBHAI DESAI,1,73135958,73135958.0,2.62,73135958.0,2.62,73135958.0,INFIBEAM,539807,4998.14,,,,,,,130.95126800000003,130.95126800000003
Laxmi Shivanand Mankekar,1,758780,758780.0,1.36,758780.0,1.36,758780.0,DATAPATTNS,543428,9590.05,,,,,,,130.42468,130.42468
BIMALBHAI K PATEL,1,1148985,1148985.0,1.38,1148985.0,1.38,1148985.0,GANESHHOUC,526367,9323.09,,,,,,,128.658642,128.658642
Ramesh Damani,1,1682898,1682898.0,1.58,1682898.0,1.58,1682898.0,GOLDIAM,526729,4365.25,,,,,,,68.97095,127.26138500000002
Ramesh Damani,1,426069,426069.0,1.05,426069.0,1.05,426069.0,PROTEAN,544021,5551.47,,,,,,,58.29043500000001,127.26138500000002
Vinodchandra Mansukhlal Parekh,1,20115,20115.0,1.55,20115.0,1.55,20115.0,BENARAS,509438,1442.99,,,,,,,22.366345,126.27498500000004
Vinodchandra Mansukhlal Parekh,1,218037,218037.0,1.1,218037.0,1.1,218037.0,GARFIBRES,509557,8209.29,,,,,,,90.30219000000002,126.27498500000004
Vinodchandra Mansukhlal Parekh,1,1809309,1809309.0,1.1,1809309.0,1.1,1809309.0,SUTLEJTEX,532782,652.69,,,,,,,7.179590000000001,126.27498500000004
Vinodchandra Mansukhlal Parekh,1,116819,116819.0,1.1,116819.0,1.1,116819.0,SILINV,521194,584.26,,,,,,,6.4268600000000005,126.27498500000004
NILESH KISHOR SHAH,1,238000,238000.0,1.9,238000.0,1.9,238000.0,BANARISUG,500041,4602.63,,,,,,,87.44997,125.88937099999998
NILESH KISHOR SHAH,1,2020000,2020000.0,1.21,2020000.0,1.21,2020000.0,NOCIL,500730,3176.81,,,,,,,38.439401,125.88937099999998
Vallabh Bhanshali,1,197853,197853.0,1.13,197853.0,1.13,197853.0,STYRENIX,506222,4784.43,,,,,,,54.064059,125.600451
Vallabh Bhanshali,1,1559223,1559223.0,1.11,1559223.0,1.11,1559223.0,PDSL,538730,6444.72,,,,,,,71.536392,125.600451
SUNDAR KANNAN,1,1004520,1004520.0,8.53,1004520.0,8.53,1004520.0,ASMTEC,526433,1442.16,,6.96,,,,,123.016248,123.016248
NEMISH S SHAH,1,325000,325000.0,2.59,325000.0,2.59,325000.0,BANARISUG,500041,4602.63,,,,,,,119.208117,123.004377
NEMISH S SHAH,1,405124,405124.0,1.56,405124.0,1.56,405124.0,ZODIACLOTH,521163,243.35,,,,,,,3.79626,123.004377
Avinash Parsram Wadhwa,1,1754058,1754058.0,1.37,1754058.0,1.37,1754058.0,TIPSMUSIC,532375,8766.69,,,,,,,120.103653,122.806074
Avinash Parsram Wadhwa,1,55608,55608.0,1.29,55608.0,1.29,55608.0,TIPSFILMS,543614,209.49,,,,,,,2.702421,122.806074
Sangeetha S,1,162050,162050.0,5.35,162050.0,5.35,162050.0,DYNAMIND,524818,24.58,,,,,,,1.31503,121.683348
Sangeetha S,1,349340,349340.0,4.93,349340.0,4.93,349340.0,INDGELA,531253,284.83,,,,,,,14.042118999999998,121.683348
Sangeetha S,1,504250,504250.0,4.85,504250.0,4.85,504250.0,HINDTIN,530315,157.71,,,,,,,7.648935,121.683348
Sangeetha S,1,190000,190000.0,4.13,190000.0,4.13,190000.0,AEONXDIGI,524594,68.96,,,,,,,2.8480479999999995,121.683348
Sangeetha S,1,371000,371000.0,4.12,371000.0,4.12,371000.0,GRAVITY,532015,4.3,,,,,,,0.1771599999999999,121.683348
Sangeetha S,1,149125,149125.0,3.63,149125.0,3.63,149125.0,AMCOIND,530133,29.35,,,,,,,1.065405,121.683348
Sangeetha S,1,180950,180950.0,3.53,180950.0,3.53,180950.0,KANCOTEA,541005,34.16,,,,,,,1.2058479999999998,121.683348
Sangeetha S,1,214000,214000.0,3.39,214000.0,3.39,214000.0,DHOOTIN,526971,175.07,,,,,,,5.934873,121.683348
Sangeetha S,1,101000,101000.0,3.27,101000.0,3.27,101000.0,SAMRATPH,530125,100.2,,,,,,,3.27654,121.683348
Sangeetha S,1,200892,200892.0,3.09,200892.0,3.09,200892.0,PROMACT,526494,6.84,,,,,,,0.211356,121.683348
Sangeetha S,1,204876,204876.0,3.01,204876.0,3.01,204876.0,JASCH,500220,110.6,,,,,,,3.32906,121.683348
Sangeetha S,1,136584,136584.0,3.01,136584.0,3.01,136584.0,JGTL,544112,246.18,,,,,,,7.410018,121.683348
Sangeetha S,1,150000,150000.0,2.64,150000.0,2.64,150000.0,BRIGHTBR,526731,172.17,,,,,,,4.545287999999999,121.683348
Sangeetha S,1,213370,213370.0,2.61,213370.0,2.72,213370.0,DHINDIA,517514,186.36,,,,0.0,,,4.863996,121.683348
Sangeetha S,1,105000,105000.0,2.03,105000.0,2.03,105000.0,ZODJRDMKJ,512587,27.98,,,,,,,0.567994,121.683348
Sangeetha S,1,350189,350189.0,1.98,350189.0,1.98,350189.0,RAMAPHO,524037,314.19,,,,,,,6.220961999999999,121.683348
Sangeetha S,1,91227,91227.0,1.9,91227.0,1.9,91227.0,FINELINE,517264,51.92,,,,,,,0.98648,121.683348
Sangeetha S,1,60550,60550.0,1.76,60550.0,1.76,60550.0,GUJINTRX,517372,145.14,,,,,,,2.554464,121.683348
Sangeetha S,1,210675,210675.0,1.69,210675.0,1.69,210675.0,FLEXFO,523672,62.47,,,,,,,1.055743,121.683348
Sangeetha S,1,460000,460000.0,1.64,460000.0,1.64,460000.0,POCL,532626,1664.33,,1.57,,0.0,,,27.295012,121.683348
Sangeetha S,1,48244,48244.0,1.63,48244.0,1.63,48244.0,ELEMARB,526705,86.01,,,,,,,1.4019629999999998,121.683348
Sangeetha S,1,90000,90000.0,1.51,90000.0,1.51,90000.0,RASANDIK,522207,49.42,,,,,,,0.7462420000000001,121.683348
Sangeetha S,1,100150,100150.0,1.44,100150.0,1.44,100150.0,MUKESHB,530341,91.01,,,,,,,1.310544,121.683348
Sangeetha S,1,143531,143531.0,1.35,143531.0,1.35,143531.0,PODDARMENT,524570,320.63,,,,,,,4.328505000000001,121.683348
Sangeetha S,1,351288,351288.0,1.32,351288.0,1.32,351288.0,PRIMEURB,521149,20.2,,,,,,,0.26664,121.683348
Sangeetha S,1,84490,84490.0,1.15,84490.0,1.15,84490.0,METALCO,531810,51.2,,,,,,,0.5888,121.683348
Sangeetha S,1,332690,332690.0,1.14,332690.0,1.14,332690.0,LAHOTIOV,531842,102.19,,,,,,,1.164966,121.683348
Sangeetha S,1,3336900,3336900.0,1.13,3336900.0,1.13,3336900.0,BCLIND,524332,1160.58,,,,0.0,,,13.114553999999998,121.683348
Sangeetha S,1,39040,39040.0,1.13,39040.0,1.13,39040.0,CEEJAY,530789,64.65,,,,,,,0.730545,121.683348
Sangeetha S,1,47500,47500.0,1.05,47500.0,1.4,47500.0,RAJTUBE,530253,96.94,,,,,,,1.01787,121.683348
Sangeetha S,1,110000,110000.0,1.02,110000.0,1.02,110000.0,ADDIND,507852,44.94,,,,,,,0.458388,121.683348
Vishal Vishwanath Todi,1,743300,743300.0,2.15,743300.0,2.15,743300.0,V2RETAIL,532867,5601.22,,,,,,,120.42623,120.42623
UMASHANKAR PRABHUDAYAL AGRAWAL,1,4087000,4087000.0,2.04,4087000.0,2.04,4087000.0,JINDWORLD,531543,5830.13,,,,,,,118.934652,118.934652
Subramaniam Tirunavukkarasu,1,692183,692183.0,1.24,692183.0,1.24,692183.0,DATAPATTNS,543428,9590.05,,,,,,,118.91661999999998,118.91661999999998
ANKIT JAIN,1,1123984,1123984.0,10.27,1123984.0,10.27,1123984.0,UNIVPHOTO,542933,212.25,,,,,,,21.798075,118.089153
ANKIT JAIN,1,1340000,1340000.0,3.06,1340000.0,3.06,1340000.0,JINDALPOLY,500227,3124.38,,,,,,,95.606028,118.089153
ANKIT JAIN,1,11803750,11803750.0,1.5,11803750.0,1.5,11803750.0,AKSHAR,541303,45.67,,,,,,,0.68505,118.089153
Suketu Ramesh Shah,1,7515777,7515777.0,2.0,7515777.0,2.0,7515777.0,MANINFRA,533169,5867.65,,1.85,,0.0,,,117.353,117.353
SHALU AGGARWAL,1,1349940,1349940.0,1.83,1349940.0,1.84,1349940.0,HMVL,533217,640.43,,,,,,,11.719869,115.5984
SHALU AGGARWAL,1,248185,248185.0,1.4,248185.0,1.4,248185.0,SALZERELEC,517059,1724.07,,,,0.0,,,24.13698,115.5984
SHALU AGGARWAL,1,2910000,2910000.0,1.19,2910000.0,1.2,2910000.0,AVANTEL,532406,2966.2,,,,,,,35.29778,115.5984
SHALU AGGARWAL,1,96061,96061.0,1.12,96061.0,1.13,96061.0,3BBLACKBIO,532067,1511.45,,,,,,,16.928240000000002,115.5984
SHALU AGGARWAL,1,176151,176151.0,1.01,176151.0,1.01,176151.0,CEINSYSTECH,538734,2724.31,,0.86,,0.0,,,27.515531,115.5984
KUTIR NAVINCHANDRA PATEL,1,754628,754628.0,1.13,754628.0,1.13,754628.0,KPEL,539686,2580.9,,1.12,,0.0,,,29.16417,114.335652
KUTIR NAVINCHANDRA PATEL,1,1325806,1325806.0,1.01,1325806.0,1.01,1325806.0,KPIGREEN,542323,8432.82,,,,0.0,,,85.171482,114.335652
MADHURI MADHUSUDAN KELA,1,3748681,3748681.0,1.7,3748681.0,1.7,3748681.0,SAMHI,543984,3342.6,,,,0.0,,,56.824200000000005,113.880929
MADHURI MADHUSUDAN KELA,1,3416600,3416600.0,1.65,3416600.0,1.65,3416600.0,BOMDYEING,500020,2868.77,,1.65,,,,,47.334705,113.880929
MADHURI MADHUSUDAN KELA,1,500000,500000.0,1.04,500000.0,1.04,500000.0,KOPRAN,524280,934.81,,,,0.0,,,9.722024,113.880929
VENKATA DURGAPRASAD MARUMOKHAM,1,2850000,2850000.0,2.64,2850000.0,2.71,2850000.0,BONDADA,543971,4294.49,,2.64,,0.0,,,113.374536,113.374536
Vijay Balkrishna Pusalkar,1,1005331,1005331.0,2.67,1005331.0,2.67,1005331.0,BFINVEST,533303,1879.99,,,,,,,50.195733,113.163087
Vijay Balkrishna Pusalkar,1,609500,609500.0,1.02,609500.0,1.02,609500.0,MANORAMA,541974,6173.27,,,,,,,62.96735400000001,113.163087
Ginni Chadha,1,93814484,93814484.0,19.21,93814484.0,19.21,93814484.0,HARDWYN,541276,586.61,,,,,,,112.68778100000002,112.68778100000002
DHIRAJLAL V SHAH,1,4610009,4610009.0,2.56,4610009.0,2.56,4610009.0,SUNFLAG,500404,4388.34,,,,,,,112.341504,112.341504
DARSHANA MITESH CHOTHANI,1,676393,676393.0,1.03,676393.0,1.03,676393.0,JLHL,543980,10870.19,,,,0.0,,,111.962957,111.962957
PONGULETI MADHURI,1,2217341,2217341.0,1.65,2217341.0,1.65,2217341.0,TANLA,532790,6763.85,,,,,,,111.603525,111.603525
Gokul Mrugesh Jaykrishna,1,344950,344950.0,1.72,344950.0,1.72,344950.0,ANUP,542460,6487.57,,,,,,,111.586204,111.586204
Kamal Shyamsunder Kabra,1,711000,711000.0,1.16,711000.0,1.16,711000.0,BECTORFOOD,543253,9615.56,,,,,,,111.540496,111.540496
AJAY KUMAR AGGARWAL,1,1651954,1651954.0,2.29,1651954.0,2.29,1651954.0,AURUM,539289,508.19,,,,,,,11.637551,109.173775
AJAY KUMAR AGGARWAL,1,76453,76453.0,2.12,76453.0,2.12,76453.0,SHREEPAC,527005,24.43,,,,,,,0.517916,109.173775
AJAY KUMAR AGGARWAL,1,687044,687044.0,1.25,687044.0,1.25,687044.0,PLATIND,544134,1594.19,,,,0.0,,,19.927375,109.173775
AJAY KUMAR AGGARWAL,1,1415000,1415000.0,1.05,1415000.0,1.05,1415000.0,PENIND,513228,2673.36,,,,,,,28.070280000000004,109.173775
AJAY KUMAR AGGARWAL,1,1349615,1349615.0,1.01,1349615.0,1.01,1349615.0,ZAGGLE,543985,4853.53,,,,0.0,,,49.020653,109.173775
Madhusudan Murlidhar Kela,1,1096305,1096305.0,1.28,1096305.0,1.28,1096305.0,NAZARA,543280,8477.31,,,,0.0,,,108.509568,108.509568
KETAN MOHANLAL KAKRECHA,1,4500000,4500000.0,1.14,4500000.0,1.14,4500000.0,RELINFRA,500390,9487.34,,0.86,,0.0,,,108.155676,108.155676
SANGEETA PAREEKH,1,2050000,2050000.0,8.34,2050000.0,8.34,2050000.0,GANVERSE,539041,77.08,,,,,,,6.428472,107.552191
SANGEETA PAREEKH,1,483472,483472.0,1.91,483472.0,1.91,483472.0,GANECOS,514167,4087.58,,1.8,,,,,78.072778,107.552191
SANGEETA PAREEKH,1,1562500,1562500.0,1.39,1562500.0,1.39,1562500.0,MASTERTR,511768,1361.79,,1.37,,0.0,,,18.928881,107.552191
SANGEETA PAREEKH,1,288467,288467.0,1.15,288467.0,1.15,288467.0,LORDSCHLO,500284,358.44,,1.01,,0.0,,,4.12206,107.552191
MAHESH KANYALAL DAYANI,1,12209247,12209247.0,1.13,12209247.0,1.13,12209247.0,SBFC,543959,9515.52,,,,0.0,,,107.525376,107.525376
Vishwavir Ahuja,1,6363900,6363900.0,1.05,6363900.0,1.05,6363900.0,RBLBANK,540065,10227.51,,,,,,,107.388855,107.388855
Rajesh Harichandra Budhrani,1,677777,677777.0,1.74,677777.0,1.74,677777.0,PRIVISCL,530117,6099.06,,,,,,,106.123644,106.123644
SHARAD KANAYALAL SHAH,1,1222312,1222312.0,12.5,1222312.0,12.5,1222312.0,JOSTS,505750,399.45,,12.25,,,,,49.93125,105.042632
SHARAD KANAYALAL SHAH,1,2975121,2975121.0,8.09,2975121.0,8.09,2975121.0,WEPSOLN,532373,98.9,,,,0.0,,,8.00101,105.042632
SHARAD KANAYALAL SHAH,1,337525,337525.0,4.5,337525.0,4.5,337525.0,NIPPOBATRY,504058,342.94,,,,,,,15.4323,105.042632
SHARAD KANAYALAL SHAH,1,134122,134122.0,2.15,134122.0,2.15,134122.0,MMRUBBR-B,509196,47.98,,,,,,,1.03157,105.042632
SHARAD KANAYALAL SHAH,1,287500,287500.0,1.3,287500.0,1.3,287500.0,BVCL,532916,90.97,,,,,,,1.1826100000000002,105.042632
SHARAD KANAYALAL SHAH,1,97879,97879.0,1.29,97879.0,1.29,97879.0,SANDESH,526725,841.8,,,,,,,10.85922,105.042632
SHARAD KANAYALAL SHAH,1,540352,540352.0,1.17,,,540352.0,SPELS,517166,619.59,,,,,,1.18,7.249203,105.042632
SHARAD KANAYALAL SHAH,1,27759,27759.0,1.09,27759.0,1.09,27759.0,WHBRADY,501391,202.13,,,,,,,2.203217,105.042632
SHARAD KANAYALAL SHAH,1,130000,130000.0,1.08,130000.0,1.08,130000.0,PREVEST,543363,541.46,,,,,,,5.847768,105.042632
SHARAD KANAYALAL SHAH,1,85000,85000.0,1.06,85000.0,1.06,85000.0,LAFFANSQ,524522,30.62,,,,,,,0.324572,105.042632
SHARAD KANAYALAL SHAH,1,800000,800000.0,1.04,800000.0,1.04,800000.0,AMBALALSA,500009,286.53,,,,,,,2.979912,105.042632
PADMAJA GANGIREDDY,1,3906508,3906508.0,5.48,3906508.0,5.48,3906508.0,SPANDANA,542759,1908.48,,,,,,,104.584704,104.584704
SAHIL GUPTA,1,2995000,2995000.0,5.36,2995000.0,5.36,2995000.0,SGFIN,539199,1896.52,,5.36,,0.0,,,101.653472,102.733318
SAHIL GUPTA,1,615250,615250.0,1.81,615250.0,1.81,615250.0,BAMPSL,531591,59.66,,,,,,,1.079846,102.733318
DAGA SANDEEP RAMDAS,1,201098,201098.0,1.39,201098.0,1.39,201098.0,TREJHARA,542233,273.2,,,,0.0,,,3.79748,102.526418
DAGA SANDEEP RAMDAS,1,694458,694458.0,1.26,694458.0,1.26,694458.0,AURIONPRO,532668,7835.63,,,,0.0,,,98.728938,102.526418
VANDANA SINHA,1,2359764,2359764.0,1.83,2359764.0,1.83,2359764.0,AVL,540205,5596.2,,,,,,,102.41046,102.41046
Akhil Dhawan,1,1819630,1819630.0,1.43,1819630.0,1.43,1819630.0,GREENLAM,538979,7012.73,,,,,,,100.282039,100.282039
AJAY SHRIKRISHAN JINDAL,1,2812450,2812450.0,11.56,2812450.0,11.56,2812450.0,FAZE3Q,530079,866.97,,,,,,,100.22173200000002,100.22173200000002
Bhupendra M Shah,1,2446791,2446791.0,1.84,2446791.0,1.84,2446791.0,ARVINDFASN,542484,5413.66,,,,0.0,,,99.611344,99.611344
ALPANA S DANGI,1,5219644,5219644.0,7.63,5219644.0,7.63,5219644.0,BHARATWIRE,539799,1298.13,,,,,,,99.047319,99.047319
HARIMOHAN BANGUR,1,2925100,2925100.0,1.43,2925100.0,1.43,2925100.0,ORIENTCEM,535754,6925.54,,,,,,,99.035222,99.035222
VIJAYA S,1,372147,372147.0,2.54,372147.0,2.54,372147.0,ORIENTBELL,530365,360.02,,,,,,,9.144507999999998,98.670322
VIJAYA S,1,303000,303000.0,2.12,303000.0,2.12,303000.0,RANEHOLDIN,505800,1899.31,,,,,,,40.265372,98.670322
VIJAYA S,1,748035,748035.0,2.08,748035.0,2.08,748035.0,IFGLEXPOR,540774,1299.94,,,,,,,27.038752,98.670322
VIJAYA S,1,264510,264510.0,1.23,264510.0,1.23,264510.0,MATRIMONY,540704,1147.5,,,,,,,14.11425,98.670322
VIJAYA S,1,1000000,1000000.0,1.2,1000000.0,1.2,1000000.0,SARLAPOLY,526885,675.62,,,,,,,8.10744,98.670322
DIPAK KANAYALAL SHAH,1,280000,280000.0,2.69,280000.0,2.69,280000.0,MAJESAUT,500267,330.48,,,,,,,8.889912,98.135965
DIPAK KANAYALAL SHAH,1,300000,300000.0,2.32,300000.0,2.32,300000.0,SSPDL,530821,22.3,,,,,,,0.5173599999999999,98.135965
DIPAK KANAYALAL SHAH,1,200000,200000.0,1.92,200000.0,1.92,200000.0,FIRSTFIN,532379,8.84,,,,,,,0.169728,98.135965
DIPAK KANAYALAL SHAH,1,101000,101000.0,1.89,101000.0,1.89,101000.0,ADITYA,513513,5.02,,,,,,,0.0948779999999999,98.135965
DIPAK KANAYALAL SHAH,1,350000,350000.0,1.67,350000.0,1.67,350000.0,PCS,517119,62.01,,,,,,,1.035567,98.135965
DIPAK KANAYALAL SHAH,1,132038,132038.0,1.58,132038.0,1.58,132038.0,WILLIMFI,519214,5.88,,,,,,,0.092904,98.135965
DIPAK KANAYALAL SHAH,1,325000,325000.0,1.55,325000.0,1.55,325000.0,ISHANCH,531109,89.93,,,,0.0,,,1.393915,98.135965
DIPAK KANAYALAL SHAH,1,100000,100000.0,1.33,100000.0,1.33,100000.0,COSYN,538922,17.6,,,,,,,0.23408,98.135965
DIPAK KANAYALAL SHAH,1,40000,40000.0,1.24,40000.0,1.24,40000.0,CHANDNIMACH,542627,15.1,,,,,,,0.18724,98.135965
DIPAK KANAYALAL SHAH,1,158512,158512.0,1.22,158512.0,1.22,158512.0,ICDSLTD,511194,58.62,,,,,,,0.7151639999999999,98.135965
DIPAK KANAYALAL SHAH,1,250000,250000.0,1.22,250000.0,1.22,250000.0,VIRATCRA,519457,107.78,,,,,,,1.314916,98.135965
DIPAK KANAYALAL SHAH,1,35000,35000.0,1.17,35000.0,1.17,35000.0,OCTAVIUSPL,542938,20.94,,,,,,,0.244998,98.135965
DIPAK KANAYALAL SHAH,1,355000,355000.0,1.11,355000.0,1.11,355000.0,INDOBORAX,524342,555.8,,,,,,,6.169379999999999,98.135965
DIPAK KANAYALAL SHAH,1,55000,55000.0,1.1,55000.0,1.1,55000.0,MILESTONE,531338,9.45,,,,,,,0.10395,98.135965
DIPAK KANAYALAL SHAH,1,75000,75000.0,1.09,75000.0,1.09,75000.0,TERAI,530533,87.37,,,,,,,0.952333,98.135965
DIPAK KANAYALAL SHAH,1,308000,308000.0,1.07,308000.0,1.07,308000.0,AMRUTANJAN,590006,1872.51,,,,,,,20.035857000000004,98.135965
DIPAK KANAYALAL SHAH,1,125000,125000.0,1.06,125000.0,1.06,125000.0,NORBTEAEXP,519528,50.16,,,,0.0,,,0.531696,98.135965
DIPAK KANAYALAL SHAH,1,131000,131000.0,1.04,131000.0,1.04,131000.0,APLAB,517096,68.19,,,,0.0,,,0.7091759999999999,98.135965
DIPAK KANAYALAL SHAH,1,94000,94000.0,1.04,94000.0,1.04,94000.0,KUWERIN,530421,10.89,,,,,,,0.113256,98.135965
DIPAK KANAYALAL SHAH,1,917378,917378.0,1.03,917378.0,1.03,917378.0,BOROSCI,544184,1125.25,,,,0.0,,,11.590075,98.135965
DIPAK KANAYALAL SHAH,1,31000,31000.0,1.03,31000.0,1.03,31000.0,LONTE,526568,10.62,,,,,,,0.109386,98.135965
DIPAK KANAYALAL SHAH,1,205000,205000.0,1.02,205000.0,1.02,205000.0,KAVVERITEL,590041,90.32,,0.34,,0.0,,,0.921264,98.135965
DIPAK KANAYALAL SHAH,1,58000,58000.0,1.02,58000.0,1.02,58000.0,POONADAL,519359,38.96,,,,,,,0.397392,98.135965
DIPAK KANAYALAL SHAH,1,1208000,1208000.0,1.01,1208000.0,1.01,1208000.0,BOROLTD,543212,4103.38,,,,,,,41.444138,98.135965
DIPAK KANAYALAL SHAH,1,59000,59000.0,1.0,59000.0,1.0,59000.0,RAP,531583,16.74,,,,,,,0.1674,98.135965
NIRJA BHARAT SHETH,1,1225000,1225000.0,2.66,1225000.0,2.66,1225000.0,63MOONS,526881,3623.85,,,,,,,96.39441,96.39441
MAHESH HIMATLAL PUJ,1,704500,704500.0,3.46,704500.0,3.46,704500.0,VENUSPIPES,543528,2776.14,,3.4,,0.0,,,96.054444,96.054444
KANWALJIT SINGH BAKSHI,1,3931683,3931683.0,2.18,3931683.0,2.18,3931683.0,SUNFLAG,500404,4388.34,,,,,,,95.665812,95.665812
GIRDHARILAL V LAKHI,1,4013159,4013159.0,1.21,4013159.0,1.21,4013159.0,RELIGARE,532915,7846.93,,,,,,,94.947853,94.947853
Jagdish N Master,1,1492500,1492500.0,1.49,1492500.0,1.49,1492500.0,GUFICBIO,509079,3422.97,,,,,,,51.002253,94.935557
Jagdish N Master,1,1325000,1325000.0,1.17,1325000.0,1.17,1325000.0,SATINDLTD,511076,949.35,,,,,,,11.107395,94.935557
Jagdish N Master,1,1700000,1700000.0,1.01,1700000.0,1.01,1700000.0,CAMLINFINE,532834,3250.09,,,,0.0,,,32.825909,94.935557
ANAND SHAKTIKUMAR SANCHETI,1,15600937,15600937.0,2.55,,,15600937.0,DHANI,532960,3697.22,,2.51,,,,2.57,94.27911,94.27911
Shivani Tejas Trivedi,1,3648100,3648100.0,3.56,3648100.0,3.56,3648100.0,TIRUMALCHM,500412,2532.06,,,,,,,90.141336,93.86056
Shivani Tejas Trivedi,1,42938,42938.0,1.01,42938.0,1.01,42938.0,MAGNAELQ,517449,368.24,,,,,,,3.719224,93.86056
SOM NATH AGGARWAL,1,3321899,3321899.0,1.45,3321899.0,1.45,3321899.0,KRBL,530813,6468.43,,,,,,,93.792235,93.792235
MINAL BHARAT PATEL,1,572180,572180.0,6.38,572180.0,6.38,572180.0,HIGHENE,504176,447.65,,,,,,,28.56007,93.169595
MINAL BHARAT PATEL,1,162931,162931.0,2.77,162931.0,2.77,162931.0,SMIFS,508905,40.43,,2.09,,0.0,,,1.119911,93.169595
MINAL BHARAT PATEL,1,272363,272363.0,2.11,272363.0,2.11,272363.0,CENTUM,517544,2201.37,,,,,,,46.44890699999999,93.169595
MINAL BHARAT PATEL,1,1077733,1077733.0,1.77,1077733.0,1.77,1077733.0,ZENOTECH,532039,346.17,,,,,,,6.127209000000001,93.169595
MINAL BHARAT PATEL,1,88492,88492.0,1.39,88492.0,1.39,88492.0,ALPHAGEO,526397,156.54,,,,,,,2.175906,93.169595
MINAL BHARAT PATEL,1,642431,642431.0,1.36,642431.0,1.36,642431.0,RSWM,500350,642.47,,,,,,,8.737592000000001,93.169595
